,generation,fitness
208,9,0
209,9,0
210,9,0
211,9,0
212,9,0
213,9,0
214,9,0
215,9,0
216,9,0
217,9,0
218,9,0
219,9,0
220,9,0
221,9,0
222,9,0
223,9,0
224,9,0
225,10,680
226,10,552
227,10,0
228,10,0
229,10,0
230,10,0
231,10,0
232,10,0
233,10,0
234,10,0
235,10,0
236,10,0
237,10,0
238,10,0
239,10,0
240,10,0
241,10,0
242,10,0
243,10,0
244,10,0
245,10,0
246,10,0
247,10,0
248,10,552
249,10,0
250,11,680
251,11,552
252,11,0
253,11,0
254,11,0
255,11,0
256,11,0
257,11,0
258,11,0
259,11,0
260,11,0
261,11,0
262,11,0
263,11,0
264,11,0
265,11,0
266,11,0
267,11,0
268,11,0
269,11,0
270,11,0
271,11,0
272,11,0
273,11,0
274,11,0
275,12,680
276,12,552
277,12,0
278,12,0
279,12,0
280,12,0
281,12,0
282,12,0
283,12,0
284,12,0
285,12,0
286,12,0
287,12,0
288,12,0
289,12,0
290,12,0
291,12,0
292,12,0
293,12,0
294,12,0
295,12,0
296,12,0
297,12,0
298,12,0
299,12,0
300,13,680
301,13,552
302,13,0
303,13,0
304,13,0
305,13,0
306,13,0
307,13,0
308,13,0
309,13,0
310,13,0
311,13,0
312,13,0
313,13,0
314,13,0
315,13,0
316,13,0
317,13,0
318,13,0
319,13,0
320,13,0
321,13,0
322,13,0
323,13,0
324,13,0
325,14,680
326,14,552
327,14,0
328,14,0
329,14,0
330,14,0
331,14,0
332,14,0
333,14,0
334,14,0
335,14,0
336,14,0
337,14,0
338,14,0
339,14,0
340,14,0
341,14,0
342,14,0
343,14,0
344,14,0
345,14,0
346,14,0
347,14,0
348,14,0
349,14,0
350,15,680
351,15,552
352,15,0
353,15,0
354,15,0
355,15,0
356,15,0
357,15,0
358,15,0
359,15,0
360,15,0
361,15,0
362,15,0
363,15,0
364,15,0
365,15,0
366,15,0
367,15,0
368,15,0
369,15,0
370,15,0
371,15,0
372,15,0
373,15,0
374,15,0
375,16,680
376,16,552
377,16,0
378,16,0
379,16,0
380,16,0
381,16,0
382,16,0
383,16,0
384,16,0
385,16,0
386,16,0
387,16,0
388,16,0
389,16,0
390,16,0
391,16,0
392,16,0
393,16,0
394,16,0
395,16,0
396,16,0
397,16,0
398,16,0
399,16,0
400,17,680
401,17,552
402,17,0
403,17,0
404,17,0
405,17,0
406,17,0
407,17,0
408,17,0
409,17,0
410,17,0
411,17,0
412,17,0
413,17,0
414,17,0
415,17,0
416,17,0
417,17,0
418,17,0
419,17,0
420,17,0
421,17,0
422,17,0
423,17,0
424,17,0
425,18,680
426,18,552
427,18,0
428,18,0
429,18,0
430,18,0
431,18,0
432,18,0
433,18,0
434,18,0
435,18,0
436,18,0
437,18,0
438,18,0
439,18,0
440,18,0
441,18,0
442,18,0
443,18,0
444,18,0
445,18,0
446,18,0
447,18,0
448,18,0
449,18,0
450,19,680
451,19,552
452,19,0
453,19,0
454,19,0
455,19,0
456,19,0
457,19,0
458,19,0
459,19,0
460,19,0
461,19,0
462,19,0
463,19,0
464,19,0
465,19,0
466,19,0
467,19,0
468,19,0
469,19,0
470,19,0
471,19,0
472,19,0
473,19,0
474,19,0
475,20,680
476,20,552
477,20,0
478,20,0
479,20,0
480,20,0
481,20,0
482,20,0
483,20,0
484,20,0
485,20,0
486,20,0
487,20,0
488,20,0
489,20,0
490,20,0
491,20,0
492,20,0
493,20,0
494,20,0
495,20,0
496,20,0
497,20,0
498,20,0
499,20,0
500,21,680
501,21,552
502,21,0
503,21,0
504,21,0
505,21,0
506,21,0
507,21,0
508,21,0
509,21,0
510,21,0
511,21,0
512,21,0
513,21,0
514,21,0
515,21,0
516,21,0
517,21,0
518,21,0
519,21,0
520,21,0
521,21,0
522,21,0
523,21,0
524,21,0
525,22,680
526,22,552
527,22,0
528,22,0
529,22,0
530,22,0
531,22,0
532,22,0
533,22,0
534,22,0
535,22,0
536,22,0
537,22,0
538,22,0
539,22,0
540,22,0
541,22,0
542,22,0
543,22,0
544,22,0
545,22,0
546,22,0
547,22,0
548,22,0
549,22,0
550,23,680
551,23,552
552,23,0
553,23,0
554,23,0
555,23,0
556,23,0
557,23,0
558,23,0
559,23,0
560,23,0
561,23,0
562,23,0
563,23,0
564,23,0
565,23,0
566,23,0
567,23,0
568,23,0
569,23,0
570,23,0
571,23,0
572,23,0
573,23,0
574,23,0
575,24,680
576,24,552
577,24,0
578,24,0
579,24,0
580,24,0
581,24,0
582,24,0
583,24,0
584,24,0
585,24,0
586,24,0
587,24,0
588,24,0
589,24,0
590,24,0
591,24,0
592,24,0
593,24,0
594,24,0
595,24,0
596,24,0
597,24,0
598,24,0
599,24,0
600,25,680
601,25,552
602,25,0
603,25,0
604,25,0
605,25,0
606,25,0
607,25,0
608,25,0
609,25,0
610,25,0
611,25,0
612,25,0
613,25,0
614,25,0
615,25,0
616,25,0
617,25,0
618,25,0
619,25,0
620,25,0
621,25,0
622,25,0
623,25,0
624,25,0
625,26,680
626,26,552
627,26,0
628,26,0
629,26,0
630,26,0
631,26,0
632,26,0
633,26,0
634,26,0
635,26,0
636,26,0
637,26,0
638,26,0
639,26,0
640,26,0
641,26,0
642,26,0
643,26,0
644,26,0
645,26,0
646,26,0
647,26,0
648,26,0
649,26,0
650,27,680
651,27,552
652,27,0
653,27,0
654,27,0
655,27,0
656,27,0
657,27,0
658,27,0
659,27,0
660,27,0
661,27,0
662,27,0
663,27,0
664,27,0
665,27,0
666,27,0
667,27,0
668,27,0
669,27,0
670,27,0
671,27,0
672,27,0
673,27,0
674,27,552
675,28,680
676,28,552
677,28,0
678,28,0
679,28,0
680,28,0
681,28,0
682,28,0
683,28,0
684,28,0
685,28,0
686,28,0
687,28,0
688,28,0
689,28,0
690,28,0
691,28,0
692,28,0
693,28,0
694,28,0
695,28,0
696,28,0
697,28,0
698,28,0
699,28,0
700,29,680
701,29,552
702,29,0
703,29,0
704,29,0
705,29,0
706,29,0
707,29,0
708,29,0
709,29,0
710,29,0
711,29,0
712,29,0
713,29,0
714,29,0
715,29,0
716,29,0
717,29,0
718,29,0
719,29,0
720,29,0
721,29,0
722,29,0
723,29,0
724,29,0
725,30,680
726,30,552
727,30,0
728,30,0
729,30,0
730,30,0
731,30,0
732,30,0
733,30,0
734,30,0
735,30,0
736,30,0
737,30,0
738,30,0
739,30,0
740,30,0
741,30,0
742,30,0
743,30,0
744,30,0
745,30,0
746,30,0
747,30,0
748,30,0
749,30,0
750,31,680
751,31,552
752,31,0
753,31,0
754,31,0
755,31,0
756,31,0
757,31,0
758,31,0
759,31,0
760,31,0
761,31,0
762,31,0
763,31,0
764,31,0
765,31,0
766,31,0
767,31,0
768,31,0
769,31,0
770,31,0
771,31,0
772,31,0
773,31,0
774,31,0
775,32,680
776,32,552
777,32,0
778,32,0
779,32,0
780,32,0
781,32,0
782,32,0
783,32,0
784,32,0
785,32,0
786,32,0
787,32,0
788,32,0
789,32,0
790,32,0
791,32,0
792,32,0
793,32,0
794,32,0
795,32,0
796,32,0
797,32,0
798,32,0
799,32,0
800,33,680
801,33,552
802,33,552
803,33,0
804,33,0
805,33,0
806,33,0
807,33,0
808,33,0
809,33,0
810,33,0
811,33,0
812,33,0
813,33,0
814,33,0
815,33,0
816,33,0
817,33,0
818,33,0
819,33,0
820,33,0
821,33,0
822,33,0
823,33,0
824,33,0
825,34,680
826,34,552
827,34,0
828,34,0
829,34,0
830,34,0
831,34,0
832,34,0
833,34,0
834,34,0
835,34,0
836,34,0
837,34,0
838,34,0
839,34,0
840,34,0
841,34,0
842,34,0
843,34,0
844,34,0
845,34,0
846,34,0
847,34,0
848,34,0
849,34,0
850,35,680
851,35,552
852,35,0
853,35,0
854,35,0
855,35,0
856,35,0
857,35,0
858,35,552
859,35,0
860,35,0
861,35,0
862,35,0
863,35,0
864,35,0
865,35,0
866,35,0
867,35,0
868,35,0
869,35,0
870,35,0
871,35,0
872,35,0
873,35,0
874,35,0
875,36,680
876,36,552
877,36,0
878,36,0
879,36,0
880,36,0
881,36,0
882,36,0
883,36,0
884,36,0
885,36,0
886,36,0
887,36,0
888,36,0
889,36,0
890,36,0
891,36,0
892,36,0
893,36,0
894,36,0
895,36,0
896,36,0
897,36,0
898,36,0
899,36,0
900,37,680
901,37,552
902,37,0
903,37,0
904,37,0
905,37,0
906,37,0
907,37,0
908,37,0
909,37,0
910,37,0
911,37,0
912,37,0
913,37,0
914,37,0
915,37,0
916,37,0
917,37,0
918,37,0
919,37,0
920,37,0
921,37,0
922,37,0
923,37,0
924,37,0
925,38,680
926,38,552
927,38,0
928,38,0
929,38,0
930,38,0
931,38,0
932,38,0
933,38,0
934,38,0
935,38,0
936,38,0
937,38,0
938,38,0
939,38,0
940,38,0
941,38,0
942,38,0
943,38,0
944,38,552
945,38,0
946,38,0
947,38,0
948,38,0
949,38,0
950,39,680
951,39,552
952,39,0
953,39,0
954,39,0
955,39,0
956,39,0
957,39,0
958,39,0
959,39,0
960,39,0
961,39,0
962,39,0
963,39,0
964,39,0
965,39,0
966,39,0
967,39,0
968,39,0
969,39,0
970,39,0
971,39,0
972,39,0
973,39,0
974,39,0
975,40,680
976,40,552
977,40,0
978,40,0
979,40,0
980,40,0
981,40,0
982,40,0
983,40,0
984,40,0
985,40,0
986,40,0
987,40,0
988,40,0
989,40,0
990,40,0
991,40,0
992,40,0
993,40,0
994,40,0
995,40,0
996,40,0
997,40,0
998,40,0
999,40,0
1000,41,680
1001,41,552
1002,41,0
1003,41,0
1004,41,0
1005,41,0
1006,41,0
1007,41,0
1008,41,0
1009,41,0
1010,41,0
1011,41,0
1012,41,0
1013,41,0
1014,41,0
1015,41,0
1016,41,0
1017,41,0
1018,41,0
1019,41,0
1020,41,0
1021,41,0
1022,41,0
1023,41,0
1024,41,0
1025,42,680
1026,42,552
1027,42,0
1028,42,0
1029,42,0
1030,42,0
1031,42,0
1032,42,0
1033,42,0
1034,42,0
1035,42,0
1036,42,0
1037,42,0
1038,42,0
1039,42,0
1040,42,0
1041,42,0
1042,42,0
1043,42,0
1044,42,0
1045,42,0
1046,42,0
1047,42,0
1048,42,0
1049,42,0
1050,43,680
1051,43,552
1052,43,0
1053,43,0
1054,43,0
1055,43,0
1056,43,0
1057,43,0
1058,43,0
1059,43,0
1060,43,0
1061,43,0
1062,43,0
1063,43,0
1064,43,0
1065,43,0
1066,43,0
1067,43,0
1068,43,0
1069,43,0
1070,43,0
1071,43,0
1072,43,0
1073,43,0
1074,43,0
1075,44,680
1076,44,552
1077,44,0
1078,44,0
1079,44,0
1080,44,0
1081,44,0
1082,44,0
1083,44,0
1084,44,0
1085,44,0
1086,44,0
1087,44,0
1088,44,0
1089,44,0
1090,44,0
1091,44,0
1092,44,0
1093,44,0
1094,44,0
1095,44,0
1096,44,0
1097,44,0
1098,44,0
1099,44,0
1100,45,680
1101,45,552
1102,45,0
1103,45,0
1104,45,0
1105,45,0
1106,45,0
1107,45,0
1108,45,0
1109,45,0
1110,45,0
1111,45,0
1112,45,0
1113,45,0
1114,45,0
1115,45,0
1116,45,0
1117,45,0
1118,45,0
1119,45,0
1120,45,0
1121,45,0
1122,45,0
1123,45,0
1124,45,0
1125,46,680
1126,46,552
1127,46,0
1128,46,0
1129,46,0
1130,46,0
1131,46,0
1132,46,0
1133,46,0
1134,46,0
1135,46,0
1136,46,0
1137,46,0
1138,46,0
1139,46,0
1140,46,0
1141,46,0
1142,46,0
1143,46,0
1144,46,0
1145,46,0
1146,46,0
1147,46,0
1148,46,0
1149,46,0
1150,47,680
1151,47,552
1152,47,0
1153,47,0
1154,47,0
1155,47,0
1156,47,0
1157,47,0
1158,47,0
1159,47,0
1160,47,0
1161,47,0
1162,47,0
1163,47,0
1164,47,0
1165,47,0
1166,47,0
1167,47,0
1168,47,0
1169,47,0
1170,47,0
1171,47,0
1172,47,0
1173,47,0
1174,47,0
1175,48,680
1176,48,552
1177,48,0
1178,48,0
1179,48,0
1180,48,0
1181,48,0
1182,48,0
1183,48,0
1184,48,0
1185,48,0
1186,48,0
1187,48,0
1188,48,0
1189,48,0
1190,48,0
1191,48,0
1192,48,0
1193,48,0
1194,48,0
1195,48,0
1196,48,0
1197,48,0
1198,48,0
1199,48,0
1200,49,680
1201,49,552
1202,49,0
1203,49,0
1204,49,0
1205,49,0
1206,49,0
1207,49,0
1208,49,0
1209,49,0
1210,49,0
1211,49,0
1212,49,0
1213,49,0
1214,49,0
1215,49,0
1216,49,0
1217,49,0
1218,49,0
1219,49,0
1220,49,0
1221,49,552
1222,49,0
1223,49,0
1224,49,0
1225,50,680
1226,50,552
1227,50,0
1228,50,0
1229,50,0
1230,50,0
1231,50,0
1232,50,0
1233,50,0
1234,50,0
1235,50,0
1236,50,0
1237,50,0
1238,50,0
1239,50,0
1240,50,0
1241,50,0
1242,50,0
1243,50,0
1244,50,0
1245,50,0
1246,50,0
1247,50,0
1248,50,0
1249,50,0
